,cum_power,Elec_kW,Gas_mxm
2015-08-09,15100.0,-13.0,0.0
2015-08-10,15124.0,0.0,0.0
2015-08-11,15134.0,-4.0,0.0
2015-08-12,15150.0,-3.0,0.0
2015-08-13,15170.0,-5.0,0.0
2015-08-14,15190.0,-6.0,0.0
2015-08-15,15200.0,0.0,0.0
2015-08-16,15211.0,6.0,1.0
2015-08-17,15220.0,3.0,1.0
2015-08-18,15234.0,3.0,2.0
2015-08-19,15243.0,4.0,4.0
2015-08-20,15258.0,-2.0,3.0
2015-08-21,15272.0,3.0,2.0
2015-08-22,15294.0,-10.0,1.0
2015-08-23,15317.0,-13.0,1.0
2015-08-24,15325.0,6.0,1.0
2015-08-25,15337.0,-4.0,2.0
2015-08-26,15348.0,6.0,3.0
2015-08-27,15362.0,4.0,1.0
2015-08-28,15366.0,6.0,4.0
2015-08-29,15386.0,-6.0,5.0
2015-08-30,15402.0,-2.0,1.0
2015-08-31,15421.0,-4.0,1.0
2015-09-01,15429.0,6.0,1.0
2015-09-02,15445.0,-2.0,1.0
2015-09-03,15454.0,4.0,2.0
2015-09-04,15464.0,5.0,5.0
2015-09-05,15473.0,9.0,4.0
2015-09-06,15480.0,6.0,6.0
2015-09-07,15495.0,5.0,6.0
2015-09-08,15504.0,3.0,4.0
2015-09-09,15513.0,6.0,3.0
2015-09-10,15531.0,0.0,4.0
2015-09-11,15552.0,-8.0,3.0
2015-09-12,15572.0,-5.0,4.0
2015-09-13,15577.0,9.0,5.0
2015-09-14,15585.0,11.0,4.0
2015-09-15,15598.0,3.0,4.0
2015-09-16,15606.0,6.0,7.0
2015-09-17,15611.0,11.0,4.0
2015-09-18,15617.0,9.0,5.0
2015-09-19,15628.0,5.0,5.0
2015-09-20,15640.0,2.0,6.0
2015-09-21,15656.0,2.0,6.0
2015-09-22,15666.0,9.0,6.0
2015-09-23,15670.0,9.0,5.0
2015-09-24,15677.0,10.0,6.0
2015-09-25,15687.0,7.0,7.0
2015-09-26,15693.0,7.0,7.0
2015-09-27,15707.0,4.0,7.0
2015-09-28,15723.0,2.0,7.0
2015-09-29,15736.0,3.0,6.0
2015-09-30,15751.0,0.0,7.0
2015-10-01,15768.0,3.0,7.0
2015-10-02,15783.0,0.0,7.0
2015-10-03,15798.0,-3.0,7.0
2015-10-04,15809.0,5.0,6.0
2015-10-05,15823.0,4.0,8.0
2015-10-06,15827.0,15.0,7.0
2015-10-07,15832.0,13.0,5.0
2015-10-08,15836.0,13.0,5.0
2015-10-09,15842.0,5.0,6.0
2015-10-10,15855.0,6.0,7.0
2015-10-11,15858.0,15.0,9.0
2015-10-12,15870.0,0.0,10.0
2015-10-13,15883.0,4.0,11.0
2015-10-14,15887.0,8.0,13.0
2015-10-15,15889.0,13.0,15.0
2015-10-16,15893.0,30.0,12.0
2015-10-17,15895.0,12.0,13.0
2015-10-18,15901.0,14.0,11.0
2015-10-19,15904.0,11.0,10.0
2015-10-20,15906.0,22.0,9.0
2015-10-21,15909.0,22.0,9.0
2015-10-22,15911.0,13.0,10.0
2015-10-23,15915.0,10.0,7.0
2015-10-24,15925.0,11.0,8.0
2015-10-25,15934.0,17.0,8.0
2015-10-26,15936.0,10.0,8.0
2015-10-27,15938.0,7.0,9.0
2015-10-28,15939.0,11.0,9.0
2015-10-29,15940.0,15.0,7.0
2015-10-30,15947.0,7.0,8.0
2015-10-31,15954.0,12.0,8.0
2015-11-01,15962.0,6.0,9.0
2015-11-02,15970.0,10.0,9.0
2015-11-03,15979.0,13.0,12.0
2015-11-04,15985.0,11.0,9.0
2015-11-05,15988.0,13.0,12.0
2015-11-06,15992.0,12.0,3.0
2015-11-07,15995.0,14.0,3.0
2015-11-08,15998.0,13.0,6.0
2015-11-09,16003.0,6.0,6.0
2015-11-10,16007.0,14.0,7.0
2015-11-11,16010.0,14.0,8.0
2015-11-12,16012.0,16.0,7.0
2015-11-13,16016.0,12.0,8.0
2015-11-14,16020.0,12.0,9.0
2015-11-15,16023.0,14.0,12.0
2015-11-16,16025.0,15.0,9.0
2015-11-17,16026.0,15.0,9.0
2015-11-18,16028.0,15.0,9.0
2015-11-19,16032.0,15.0,8.0
2015-11-20,16032.0,14.0,9.0
2015-11-21,16033.0,14.0,11.0
2015-11-22,16036.0,13.0,14.0
2015-11-23,16039.0,16.0,14.0
2015-11-24,16043.0,15.0,17.0
2015-11-25,16044.0,17.0,19.0
2015-11-26,16046.0,19.0,15.0
2015-11-27,16051.0,10.0,12.0
2015-11-28,16052.0,20.0,17.0
2015-11-29,16056.0,15.0,15.0
2015-11-30,16057.0,15.0,11.0
2015-12-01,16058.0,15.0,12.0
2015-12-02,16058.0,16.0,13.0
2015-12-03,16062.0,15.0,10.0
2015-12-04,16065.0,17.0,10.0
2015-12-05,16070.0,8.0,13.0
2015-12-06,16072.0,16.0,15.0
2015-12-07,16074.0,17.0,12.0
2015-12-08,16077.0,14.0,10.0
2015-12-09,16079.0,18.0,13.0
2015-12-10,16083.0,16.0,12.0
2015-12-11,16085.0,12.0,13.0
2015-12-12,16087.0,15.0,14.0
2015-12-13,16089.0,16.0,15.0
2015-12-14,16090.0,21.0,14.0
2015-12-15,16090.0,16.0,13.0
2015-12-16,16091.0,12.0,12.0
2015-12-17,16094.0,20.0,12.0
2015-12-18,16096.0,13.0,9.0
2015-12-19,16097.0,14.0,10.0
2015-12-20,16099.0,15.0,11.0
2015-12-21,16101.0,16.0,11.0
2015-12-22,16103.0,20.0,10.0
2015-12-23,16104.0,15.0,10.0
2015-12-24,16107.0,17.0,10.0
2015-12-25,16109.0,15.0,11.0
2015-12-26,16110.0,21.0,13.0
2015-12-27,16113.0,15.0,10.0
2015-12-28,16117.0,15.0,11.0
2015-12-29,16120.0,12.0,12.0
2015-12-30,16122.0,17.0,13.0
2015-12-31,16125.0,14.0,13.0
2016-01-01,16129.0,13.0,12.0
2016-01-02,16131.0,16.0,13.0
2016-01-03,16133.0,15.0,15.0
2016-01-04,16135.0,15.0,14.0
2016-01-05,16136.0,18.0,13.0
2016-01-06,16137.0,17.0,14.0
2016-01-07,16139.0,14.0,13.0
2016-01-08,16144.0,11.0,16.0
2016-01-09,16146.0,20.0,16.0
2016-01-10,16148.0,20.0,15.0
2016-01-11,16149.0,18.0,14.0
2016-01-12,16152.0,16.0,16.0
2016-01-13,16154.0,16.0,15.0
2016-01-14,16156.0,16.0,18.0
2016-01-15,16157.0,19.0,19.0
2016-01-16,16158.0,18.0,17.0
2016-01-17,16162.0,15.0,18.0
2016-01-18,16167.0,15.0,19.0
2016-01-19,16171.0,11.0,22.0
2016-01-20,16176.0,15.0,22.0
2016-01-21,16179.0,16.0,20.0
2016-01-22,16183.0,16.0,20.0
2016-01-23,16186.0,16.0,18.0
2016-01-24,16188.0,19.0,16.0
2016-01-25,16189.0,22.0,15.0
2016-01-26,16194.0,12.0,11.0
2016-01-27,16198.0,12.0,11.0
2016-01-28,16199.0,19.0,14.0
2016-01-29,16206.0,6.0,11.0
2016-01-30,16208.0,17.0,18.0
2016-01-31,16208.0,17.0,14.0
2016-02-01,16210.0,19.0,16.0
2016-02-02,16211.0,16.0,12.0
2016-02-03,16213.0,15.0,12.0
2016-02-04,16216.0,19.0,18.0
2016-02-05,16218.0,9.0,12.0
2016-02-06,16219.0,18.0,14.0
2016-02-07,16222.0,14.0,13.0
2016-02-08,16228.0,10.0,12.0
2016-02-09,16230.0,16.0,16.0
2016-02-10,16233.0,16.0,16.0
2016-02-11,16237.0,15.0,18.0
2016-02-12,16243.0,15.0,17.0
2016-02-13,16253.0,7.0,17.0
2016-02-14,16256.0,17.0,18.0
2016-02-15,16260.0,17.0,18.0
2016-02-16,16264.0,16.0,18.0
2016-02-17,16274.0,11.0,21.0
2016-02-18,16284.0,10.0,19.0
2016-02-19,16293.0,13.0,17.0
2016-02-20,16298.0,13.0,17.0
2016-02-21,16300.0,18.0,14.0
2016-02-22,16302.0,19.0,16.0
2016-02-23,16303.0,18.0,14.0
2016-02-24,16310.0,10.0,18.0
2016-02-25,16318.0,10.0,11.0
2016-02-26,16323.0,19.0,18.0
2016-02-27,16329.0,13.0,17.0
2016-02-28,16340.0,7.0,18.0
2016-02-29,16355.0,4.0,17.0
2016-03-01,16367.0,10.0,16.0
2016-03-02,16370.0,17.0,19.0
2016-03-03,16377.0,10.0,17.0
2016-03-04,16388.0,6.0,16.0
2016-03-05,16393.0,14.0,18.0
2016-03-06,16400.0,13.0,16.0
2016-03-07,16408.0,14.0,18.0
2016-03-08,16415.0,17.0,17.0
2016-03-09,16423.0,5.0,17.0
2016-03-10,16430.0,5.0,15.0
2016-03-11,16444.0,4.0,13.0
2016-03-12,16454.0,9.0,16.0
2016-03-13,16469.0,0.0,15.0
2016-03-14,16486.0,4.0,16.0
2016-03-15,16504.0,-2.0,15.0
2016-03-16,16514.0,9.0,16.0
2016-03-17,16526.0,11.0,17.0
2016-03-18,16542.0,15.0,13.0
2016-03-19,16545.0,13.0,15.0
2016-03-20,16550.0,12.0,13.0
2016-03-21,16557.0,10.0,12.0
2016-03-22,16563.0,0.0,13.0
2016-03-23,16577.0,5.0,13.0
2016-03-24,16587.0,8.0,11.0
2016-03-25,16597.0,7.0,13.0
2016-03-26,16607.0,7.0,14.0
2016-03-27,16617.0,8.0,15.0
2016-03-28,16631.0,4.0,12.0
2016-03-29,16648.0,2.0,13.0
2016-03-30,16667.0,1.0,11.0
2016-03-31,16679.0,3.0,11.0
2016-04-01,16685.0,14.0,12.0
2016-04-02,16697.0,5.0,10.0
2016-04-03,16706.0,9.0,8.0
2016-04-04,16723.0,-1.0,6.0
2016-04-05,16734.0,7.0,6.0
2016-04-06,16742.0,9.0,10.0
2016-04-07,16750.0,10.0,10.0
2016-04-08,16758.0,9.0,12.0
2016-04-09,16773.0,3.0,12.0
2016-04-10,16789.0,1.0,10.0
2016-04-11,16809.0,-4.0,9.0
2016-04-12,16822.0,4.0,8.0
2016-04-13,16834.0,4.0,7.0
2016-04-14,16847.0,4.0,8.0
2016-04-15,16864.0,-2.0,8.0
2016-04-16,16881.0,0.0,7.0
2016-04-17,16891.0,8.0,9.0
2016-04-18,16915.0,-6.0,11.0
2016-04-19,16923.0,9.0,10.0
2016-04-20,16946.0,0.0,8.0
2016-04-21,16969.0,0.0,9.0
2016-04-22,16992.0,-15.0,8.0
2016-04-23,17010.0,0.0,9.0
2016-04-24,17025.0,-1.0,8.0
2016-04-25,17047.0,-2.0,13.0
2016-04-26,17054.0,14.0,13.0
2016-04-27,17069.0,7.0,17.0
2016-04-28,17082.0,5.0,13.0
2016-04-29,17098.0,2.0,13.0
2016-04-30,17110.0,7.0,13.0
2016-05-01,17123.0,3.0,11.0
2016-05-02,17150.0,-10.0,9.0
2016-05-03,17170.0,-4.0,9.0
2016-05-04,17199.0,-11.0,8.0
2016-05-05,17222.0,-8.0,7.0
2016-05-06,17250.0,-13.0,6.0
2016-05-07,17275.0,-8.0,2.0
2016-05-08,17294.0,-5.0,1.0
2016-05-09,17321.0,-12.0,1.0
2016-05-10,17340.0,-4.0,1.0
2016-05-11,17351.0,4.0,1.0
2016-05-12,17371.0,-3.0,1.0
2016-05-13,17392.0,-7.0,1.0
2016-05-14,17417.0,-12.0,1.0
2016-05-15,17438.0,-5.0,6.0
2016-05-16,17452.0,1.0,7.0
2016-05-17,17468.0,0.0,8.0
2016-05-18,17481.0,5.0,6.0
2016-05-19,17495.0,0.0,4.0
2016-05-20,17517.0,-7.0,4.0
2016-05-21,17533.0,-2.0,4.0
2016-05-22,17553.0,-3.0,1.0
2016-05-23,17559.0,8.0,4.0
2016-05-24,17568.0,3.0,5.0
2016-05-25,17583.0,1.0,6.0
2016-05-26,17603.0,-4.0,6.0
2016-05-27,17626.0,-6.0,3.0
2016-05-28,17648.0,-7.0,2.0
2016-05-29,17667.0,-6.0,1.0
2016-05-30,17676.0,7.0,1.0
2016-05-31,17678.0,12.0,3.0
2016-06-01,17685.0,9.0,3.0
2016-06-02,17690.0,9.0,4.0
2016-06-03,17696.0,10.0,5.0
2016-06-04,17709.0,2.0,4.0
2016-06-05,17724.0,0.0,3.0
2016-06-06,17739.0,2.0,1.0
2016-06-07,17760.0,-8.0,1.0
2016-06-08,17781.0,-6.0,1.0
2016-06-09,17814.0,-20.0,1.0
2016-06-10,17845.0,-17.0,1.0
2016-06-11,17865.0,-7.0,1.0
2016-06-12,17882.0,-2.0,1.0
2016-06-13,17895.0,0.0,1.0
2016-06-14,17904.0,7.0,1.0
2016-06-15,17923.0,-6.0,1.0
2016-06-16,17939.0,-1.0,2.0
2016-06-17,17948.0,10.0,3.0
2016-06-18,17965.0,-2.0,3.0
2016-06-19,17977.0,4.0,3.0
2016-06-20,17998.0,-3.0,2.0
2016-06-21,18005.0,8.0,6.0
2016-06-22,18012.0,8.0,1.0
2016-06-23,18034.0,-11.0,1.0
2016-06-24,18054.0,-6.0,2.0
2016-06-25,18079.0,-12.0,1.0
2016-06-26,18091.0,5.0,1.0
2016-06-27,18107.0,-4.0,2.0
2016-06-28,18119.0,6.0,3.0
2016-06-29,18139.0,-8.0,3.0
2016-06-30,18155.0,2.0,2.0
2016-07-01,18165.0,10.0,1.0
2016-07-02,18176.0,1.0,3.0
2016-07-03,18200.0,-10.0,4.0
2016-07-04,18223.0,-9.0,2.0
2016-07-05,18247.0,-10.0,2.0
2016-07-06,18263.0,-4.0,1.0
2016-07-07,18291.0,-14.0,2.0
2016-07-08,18311.0,-6.0,1.0
2016-07-09,18325.0,-2.0,1.0
2016-07-10,18345.0,-7.0,1.0
2016-07-11,18367.0,-2.0,1.0
2016-07-12,18401.0,-5.0,1.0
2016-07-13,18410.0,-11.0,1.0
2016-07-14,18420.0,-11.0,1.0
2016-07-15,18448.0,-2.0,2.0
2016-07-16,18468.0,-17.0,2.0
2016-07-17,18489.0,-8.0,2.0
2016-07-18,18508.0,-2.0,1.0
2016-07-19,18530.0,-3.0,0.0
2016-07-20,18552.0,-11.0,0.0
2016-07-21,18574.0,-5.0,2.0
2016-07-22,18595.0,1.0,0.0
2016-07-23,18613.0,0.0,0.0
2016-07-24,18629.0,-1.0,0.0
2016-07-25,18651.0,-5.0,0.0
2016-07-26,18670.0,-1.0,0.0
2016-07-27,18683.0,-13.0,0.0
2016-07-28,18700.0,3.0,0.0
2016-07-29,18715.0,9.0,0.0
2016-07-30,18733.0,0.0,0.0
2016-07-31,18746.0,0.0,0.0
2016-08-01,18771.0,-12.0,0.0
2016-08-02,18781.0,3.0,1.0
2016-08-03,18786.0,10.0,2.0
2016-08-04,18800.0,0.0,2.0
2016-08-05,18811.0,0.0,2.0
2016-08-06,18832.0,4.0,1.0
2016-08-07,18853.0,-14.0,2.0
2016-08-08,18868.0,-2.0,1.0
2016-08-09,18893.0,-1.0,1.0
2016-08-10,18916.0,-7.0,1.0
2016-08-11,18936.0,-20.0,2.0
2016-08-12,18941.0,10.0,5.0
2016-08-13,18963.0,-8.0,2.0
2016-08-14,18983.0,-8.0,1.0
2016-08-15,18998.0,2.0,1.0
2016-08-16,19024.0,-15.0,1.0
2016-08-17,19045.0,-10.0,1.0
2016-08-18,19060.0,-12.0,1.0
2016-08-19,19080.0,-12.0,1.0
2016-08-20,19105.0,6.0,1.0
2016-08-21,19124.0,-9.0,1.0
2016-08-22,19139.0,1.0,1.0
2016-08-23,19160.0,-7.0,1.0
2016-08-24,19183.0,-11.0,0.0
2016-08-25,19206.0,-10.0,0.0
2016-08-26,19228.0,-9.0,0.0
2016-08-27,19245.0,-4.0,0.0
2016-08-28,19259.0,-2.0,0.0
2016-08-29,19278.0,-6.0,0.0
2016-08-30,19294.0,-2.0,0.0
2016-08-31,19316.0,-8.0,0.0
2016-09-01,19331.0,-8.0,0.0
2016-09-02,19354.0,-7.0,0.0
2016-09-03,19366.0,1.0,0.0
2016-09-04,19383.0,-3.0,0.0
2016-09-05,19390.0,0.0,0.0
2016-09-06,19404.0,2.0,2.0
2016-09-07,19413.0,4.0,1.0
2016-09-08,19434.0,-11.0,1.0
2016-09-09,19452.0,-5.0,1.0
2016-09-10,19473.0,-8.0,1.0
2016-09-11,19489.0,-4.0,1.0
2016-09-12,19496.0,6.0,1.0
2016-09-13,19510.0,-5.0,1.0
2016-09-14,19533.0,-6.0,1.0
2016-09-15,19550.0,-6.0,1.0
2016-09-16,19563.0,0.0,1.0
2016-09-17,19575.0,0.0,1.0
2016-09-18,19589.0,0.0,1.0
2016-09-19,19601.0,1.0,1.0
2016-09-20,19611.0,4.0,1.0
2016-09-21,19624.0,1.0,3.0
2016-09-22,19638.0,0.0,3.0
2016-09-23,19649.0,4.0,3.0
2016-09-24,19659.0,3.0,3.0
2016-09-25,19676.0,-2.0,3.0
2016-09-26,19681.0,7.0,3.0
2016-09-27,19689.0,5.0,6.0
2016-09-28,19702.0,3.0,5.0
2016-09-29,19715.0,1.0,3.0
2016-09-30,19719.0,9.0,5.0
2016-10-01,19726.0,7.0,5.0
2016-10-02,19735.0,5.0,4.0
2016-10-03,19741.0,9.0,5.0
2016-10-04,19748.0,9.0,7.0
2016-10-05,19752.0,9.0,7.0
2016-10-06,19766.0,0.0,8.0
2016-10-07,19774.0,6.0,9.0
2016-10-08,19778.0,13.0,8.0
2016-10-09,19788.0,4.0,8.0
2016-10-10,19798.0,3.0,9.0
2016-10-11,19806.0,11.0,8.0
2016-10-12,19813.0,11.0,9.0
2016-10-13,19815.0,9.0,10.0
2016-10-14,19825.0,4.0,10.0
2016-10-15,19829.0,13.0,10.0
2016-10-16,19840.0,5.0,8.0
2016-10-17,19850.0,4.0,6.0
2016-10-18,19859.0,4.0,7.0
2016-10-19,19862.0,13.0,9.0
2016-10-20,19865.0,10.0,10.0
2016-10-21,19870.0,9.0,9.0
2016-10-22,19879.0,6.0,11.0
2016-10-23,19888.0,6.0,11.0
2016-10-24,19891.0,12.0,12.0
2016-10-25,19892.0,13.0,11.0
2016-10-26,19895.0,15.0,9.0
2016-10-27,19904.0,8.0,10.0
2016-10-28,19907.0,11.0,8.0
2016-10-29,19909.0,13.0,8.0
2016-10-30,19916.0,9.0,7.0
2016-10-31,19922.0,11.0,9.0
2016-11-01,19929.0,6.0,8.0
2016-11-02,19933.0,9.0,9.0
2016-11-03,19937.0,12.0,10.0
2016-11-04,19943.0,10.0,11.0
2016-11-05,19947.0,11.0,11.0
2016-11-06,19950.0,13.0,13.0
2016-11-07,19953.0,16.0,13.0
2016-11-08,19954.0,14.0,13.0
2016-11-09,19957.0,13.0,14.0
2016-11-10,19958.0,14.0,15.0
2016-11-11,19960.0,16.0,14.0
2016-11-12,19967.0,7.0,16.0
2016-11-13,19970.0,16.0,15.0
2016-11-14,19970.0,13.0,14.0
2016-11-15,19972.0,13.0,14.0
2016-11-16,19973.0,16.0,12.0
2016-11-17,19975.0,13.0,10.0
2016-11-18,19977.0,14.0,10.0
2016-11-19,19980.0,14.0,14.0
2016-11-20,19983.0,11.0,14.0
2016-11-21,19985.0,12.0,12.0
2016-11-22,19986.0,15.0,10.0
2016-11-23,19990.0,13.0,10.0
2016-11-24,19994.0,14.0,10.0
2016-11-25,19997.0,11.0,11.0
2016-11-26,20003.0,10.0,14.0
2016-11-27,20006.0,13.0,14.0
2016-11-28,20011.0,15.0,13.0
2016-11-29,20017.0,10.0,17.0
2016-11-30,20022.0,12.0,18.0
2016-12-01,20028.0,11.0,19.0
2016-12-02,20029.0,17.0,15.0
2016-12-03,20030.0,14.0,15.0
2016-12-04,20035.0,13.0,16.0
2016-12-05,20041.0,16.0,17.0
2016-12-06,20045.0,11.0,19.0
2016-12-07,20049.0,15.0,17.0
2016-12-08,20052.0,16.0,14.0
2016-12-09,20057.0,12.0,14.0
2016-12-10,20060.0,14.0,12.0
2016-12-11,20061.0,14.0,13.0
2016-12-12,20063.0,14.0,13.0
2016-12-13,20065.0,19.0,14.0
2016-12-14,20065.0,14.0,12.0
2016-12-15,20069.0,11.0,13.0
2016-12-16,20074.0,11.0,13.0
2016-12-17,20076.0,16.0,13.0
2016-12-18,20077.0,15.0,14.0
2016-12-19,20078.0,21.0,13.0
2016-12-20,20082.0,11.0,14.0
2016-12-21,20086.0,11.0,15.0
2016-12-22,20088.0,16.0,16.0
2016-12-23,20088.0,18.0,14.0
2016-12-24,20091.0,13.0,15.0
2016-12-25,20093.0,15.0,15.0
2016-12-26,20093.0,14.0,12.0
2016-12-27,20097.0,11.0,13.0
2016-12-28,20101.0,14.0,14.0
2016-12-29,20102.0,18.0,15.0
2016-12-30,20105.0,15.0,18.0
2016-12-31,20109.0,14.0,20.0
2017-01-01,20111.0,19.0,20.0
2017-01-02,20112.0,17.0,20.0
2017-01-03,20115.0,6.0,18.0
2017-01-04,20117.0,15.0,18.0
2017-01-05,20119.0,15.0,17.0
2017-01-06,20125.0,14.0,18.0
2017-01-07,20129.0,11.0,19.0
2017-01-08,20130.0,18.0,21.0
2017-01-09,20131.0,17.0,17.0
2017-01-10,20132.0,14.0,15.0
2017-01-11,20133.0,13.0,13.0
2017-01-12,20135.0,15.0,15.0
2017-01-13,20137.0,16.0,17.0
2017-01-14,20139.0,22.0,21.0
2017-01-15,20141.0,11.0,18.0
2017-01-16,20143.0,17.0,18.0
2017-01-17,20145.0,14.0,18.0
2017-01-18,20150.0,14.0,20.0
2017-01-19,20156.0,9.0,20.0
2017-01-20,20162.0,13.0,21.0
2017-01-21,20169.0,10.0,20.0
2017-01-22,20175.0,12.0,20.0
2017-01-23,20180.0,14.0,20.0
2017-01-24,20183.0,13.0,19.0
2017-01-25,20184.0,16.0,18.0
2017-01-26,20186.0,18.0,19.0
2017-01-27,20193.0,9.0,21.0
2017-01-28,20197.0,15.0,18.0
2017-01-29,20201.0,13.0,15.0
2017-01-30,20208.0,11.0,15.0
2017-01-31,20208.0,15.0,15.0
2017-02-01,20210.0,13.0,18.0
2017-02-02,20212.0,13.0,13.0
2017-02-03,20216.0,13.0,13.0
2017-02-04,20222.0,14.0,13.0
2017-02-05,20223.0,15.0,14.0
2017-02-06,20226.0,12.0,12.0
2017-02-07,20228.0,13.0,14.0
2017-02-08,20229.0,13.0,14.0
2017-02-09,20230.0,21.0,16.0
2017-02-10,20232.0,12.0,18.0
2017-02-11,20234.0,16.0,19.0
2017-02-12,20235.0,14.0,19.0
2017-02-13,20238.0,15.0,19.0
2017-02-14,20248.0,9.0,16.0
2017-02-15,20256.0,10.0,15.0
2017-02-16,20262.0,10.0,13.0
2017-02-17,20271.0,8.0,12.0
2017-02-18,20275.0,10.0,13.0
2017-02-19,20281.0,10.0,12.0
2017-02-20,20284.0,15.0,14.0
2017-02-21,20286.0,17.0,13.0
2017-02-22,20288.0,14.0,11.0
2017-02-23,20289.0,15.0,13.0
2017-02-24,20292.0,10.0,14.0
2017-02-25,20302.0,7.0,15.0
2017-02-26,20307.0,12.0,14.0
2017-02-27,20310.0,14.0,14.0
2017-02-28,20312.0,14.0,14.0
2017-03-01,20318.0,11.0,15.0
2017-03-02,20323.0,13.0,15.0
2017-03-03,20327.0,13.0,15.0
2017-03-04,20331.0,11.0,13.0
2017-03-05,20335.0,13.0,12.0
2017-03-06,20337.0,14.0,13.0
2017-03-07,20342.0,12.0,15.0
2017-03-08,20352.0,8.0,13.0
2017-03-09,20353.0,15.0,14.0
2017-03-10,20362.0,8.0,11.0
2017-03-11,20375.0,3.0,13.0
2017-03-12,20383.0,3.0,10.0
2017-03-13,20399.0,3.0,11.0
2017-03-14,20411.0,3.0,11.0
2017-03-15,20418.0,7.0,11.0
2017-03-16,20433.0,-1.0,9.0
2017-03-17,20449.0,-2.0,9.0
2017-03-18,20461.0,6.0,11.0
2017-03-19,20464.0,16.0,11.0
2017-03-20,20468.0,10.0,10.0
2017-03-21,20475.0,13.0,11.0
2017-03-22,20487.0,1.0,11.0
2017-03-23,20500.0,1.0,11.0
2017-03-24,20518.0,1.0,12.0
2017-03-25,20538.0,-2.0,11.0
2017-03-26,20558.0,-3.0,10.0
2017-03-27,20578.0,-2.0,9.0
2017-03-28,20599.0,-5.0,9.0
2017-03-29,20616.0,-1.0,8.0
2017-03-30,20626.0,3.0,7.0
2017-03-31,20646.0,-7.0,5.0
2017-04-01,20652.0,8.0,6.0
2017-04-02,20662.0,0.0,6.0
2017-04-03,20681.0,-2.0,8.0
2017-04-04,20698.0,-4.0,8.0
2017-04-05,20716.0,-1.0,9.0
2017-04-06,20729.0,1.0,8.0
2017-04-07,20741.0,6.0,9.0
2017-04-08,20750.0,7.0,9.0
2017-04-09,20773.0,-6.0,9.0
2017-04-10,20796.0,-11.0,6.0
2017-04-11,20811.0,2.0,8.0
2017-04-12,20823.0,5.0,10.0
2017-04-13,20835.0,2.0,10.0
2017-04-14,20857.0,-9.0,10.0
2017-04-15,20866.0,8.0,10.0
2017-04-16,20883.0,-1.0,10.0
2017-04-17,20899.0,2.0,11.0
2017-04-18,20923.0,-4.0,11.0
2017-04-19,20943.0,-8.0,10.0
2017-04-20,20961.0,-4.0,13.0
2017-04-21,20987.0,-8.0,10.0
2017-04-22,20995.0,10.0,10.0
2017-04-23,21010.0,2.0,10.0
2017-04-24,21020.0,3.0,9.0
2017-04-25,21038.0,0.0,10.0
2017-04-26,21064.0,-9.0,11.0
2017-04-27,21083.0,-2.0,11.0
2017-04-28,21101.0,-5.0,11.0
2017-04-29,21119.0,-2.0,11.0
2017-04-30,21135.0,-1.0,10.0
2017-05-01,21157.0,-6.0,7.0
2017-05-02,21167.0,6.0,7.0
2017-05-03,21174.0,10.0,9.0
2017-05-04,21188.0,-2.0,7.0
2017-05-05,21203.0,1.0,8.0
2017-05-06,21213.0,2.0,8.0
2017-05-07,21233.0,-3.0,6.0
2017-05-08,21240.0,9.0,8.0
2017-05-09,21255.0,-1.0,8.0
2017-05-10,21280.0,-9.0,7.0
2017-05-11,21308.0,-12.0,7.0
2017-05-12,21322.0,-2.0,5.0
2017-05-13,21341.0,-4.0,2.0
2017-05-14,21355.0,0.0,3.0
2017-05-15,21373.0,-3.0,4.0
2017-05-16,21390.0,-5.0,4.0
2017-05-17,21410.0,-7.0,1.0
2017-05-18,21433.0,-12.0,1.0
2017-05-19,21446.0,2.0,1.0
2017-05-20,21455.0,4.0,3.0
2017-05-21,21483.0,-12.0,4.0
2017-05-22,21507.0,-10.0,3.0
2017-05-23,21530.0,-13.0,1.0
2017-05-24,21558.0,-17.0,1.0
2017-05-25,21585.0,-14.0,1.0
2017-05-26,21614.0,-14.0,1.0
2017-05-27,21643.0,-13.0,1.0
2017-05-28,21667.0,-13.0,1.0
2017-05-29,21689.0,-14.0,1.0
2017-05-30,21708.0,-11.0,0.0
2017-05-31,21724.0,-2.0,1.0
2017-06-01,21745.0,-9.0,1.0
2017-06-02,21769.0,-12.0,1.0
2017-06-03,21794.0,-14.0,1.0
2017-06-04,21808.0,-2.0,1.0
2017-06-05,21832.0,-11.0,1.0
2017-06-06,21854.0,-8.0,1.0
2017-06-07,21874.0,-6.0,2.0
2017-06-08,21893.0,-7.0,3.0
2017-06-09,21916.0,-10.0,1.0
2017-06-10,21941.0,-13.0,2.0
2017-06-11,21972.0,-15.0,1.0
2017-06-12,21989.0,-5.0,1.0
2017-06-13,21998.0,5.0,1.0
2017-06-14,22022.0,-14.0,1.0
2017-06-15,22051.0,-15.0,0.0
2017-06-16,22078.0,-15.0,1.0
2017-06-17,22100.0,-10.0,1.0
2017-06-18,22127.0,-16.0,1.0
2017-06-19,22153.0,-16.0,0.0
2017-06-20,22180.0,-16.0,0.0
2017-06-21,22205.0,-15.0,0.0
2017-06-22,22231.0,-18.0,0.0
2017-06-23,22257.0,-15.0,0.0
2017-06-24,22283.0,-15.0,0.0
2017-06-25,22290.0,5.0,0.0
2017-06-26,22301.0,-2.0,0.0
2017-06-27,22320.0,-6.0,0.0
