SystemCodeNumber,Capacity,Occupancy,LastUpdated
NIA Car Parks,1268,48,2016-11-06 16:26:45
NIA Car Parks,1268,64,2016-11-07 08:00:52
NIA Car Parks,1268,106,2016-11-07 08:26:53
NIA Car Parks,1268,166,2016-11-07 08:59:50
NIA Car Parks,1268,199,2016-11-07 09:26:49
NIA Car Parks,1268,238,2016-11-07 09:59:50
NIA Car Parks,1268,250,2016-11-07 10:26:49
NIA Car Parks,1268,268,2016-11-07 10:59:51
NIA Car Parks,1268,276,2016-11-07 11:26:51
NIA Car Parks,1268,282,2016-11-07 11:59:51
NIA Car Parks,1268,284,2016-11-07 12:26:50
NIA Car Parks,1268,272,2016-11-07 12:59:53
NIA Car Parks,1268,283,2016-11-07 13:33:52
NIA Car Parks,1268,284,2016-11-07 13:59:54
NIA Car Parks,1268,249,2016-11-07 14:33:55
NIA Car Parks,1268,233,2016-11-07 15:00:51
NIA Car Parks,1268,201,2016-11-07 15:33:53
NIA Car Parks,1268,173,2016-11-07 16:00:51
NIA Car Parks,1268,146,2016-11-07 16:33:53
NIA Car Parks,1268,72,2016-11-08 07:59:58
NIA Car Parks,1268,112,2016-11-08 08:26:55
NIA Car Parks,1268,166,2016-11-08 08:59:56
NIA Car Parks,1268,193,2016-11-08 09:26:56
NIA Car Parks,1268,222,2016-11-08 09:59:56
NIA Car Parks,1268,239,2016-11-08 10:33:59
NIA Car Parks,1268,247,2016-11-08 11:00:00
NIA Car Parks,1268,273,2016-11-08 11:33:56
NIA Car Parks,1268,285,2016-11-08 11:59:58
NIA Car Parks,1268,284,2016-11-08 12:27:01
NIA Car Parks,1268,285,2016-11-08 13:00:00
NIA Car Parks,1268,281,2016-11-08 13:34:01
NIA Car Parks,1268,286,2016-11-08 14:00:59
NIA Car Parks,1268,270,2016-11-08 14:26:58
NIA Car Parks,1268,259,2016-11-08 15:00:02
NIA Car Parks,1268,252,2016-11-08 15:33:57
NIA Car Parks,1268,245,2016-11-08 16:01:02
NIA Car Parks,1268,232,2016-11-08 16:34:02
NIA Car Parks,1268,68,2016-11-09 08:00:02
NIA Car Parks,1268,97,2016-11-09 08:27:02
NIA Car Parks,1268,151,2016-11-09 09:00:07
NIA Car Parks,1268,178,2016-11-09 09:34:05
NIA Car Parks,1268,197,2016-11-09 10:00:05
NIA Car Parks,1268,208,2016-11-09 10:27:03
NIA Car Parks,1268,219,2016-11-09 11:00:04
NIA Car Parks,1268,237,2016-11-09 11:27:04
NIA Car Parks,1268,236,2016-11-09 12:00:06
NIA Car Parks,1268,233,2016-11-09 12:27:05
NIA Car Parks,1268,233,2016-11-09 13:00:08
NIA Car Parks,1268,231,2016-11-09 13:27:04
NIA Car Parks,1268,224,2016-11-09 14:00:04
NIA Car Parks,1268,214,2016-11-09 14:27:08
NIA Car Parks,1268,199,2016-11-09 15:00:06
NIA Car Parks,1268,192,2016-11-09 15:34:05
NIA Car Parks,1268,179,2016-11-09 16:00:09
NIA Car Parks,1268,139,2016-11-09 16:34:06
NIA Car Parks,1268,78,2016-11-10 08:00:12
NIA Car Parks,1268,142,2016-11-10 08:34:11
NIA Car Parks,1268,201,2016-11-10 09:00:09
NIA Car Parks,1268,235,2016-11-10 09:27:11
NIA Car Parks,1268,262,2016-11-10 10:00:12
NIA Car Parks,1268,279,2016-11-10 10:27:10
NIA Car Parks,1268,288,2016-11-10 11:00:12
NIA Car Parks,1268,293,2016-11-10 11:27:14
NIA Car Parks,1268,310,2016-11-10 12:00:10
NIA Car Parks,1268,294,2016-11-10 12:27:14
NIA Car Parks,1268,276,2016-11-10 13:00:13
NIA Car Parks,1268,267,2016-11-10 13:34:14
NIA Car Parks,1268,252,2016-11-10 14:00:15
NIA Car Parks,1268,226,2016-11-10 14:27:13
NIA Car Parks,1268,212,2016-11-10 15:00:13
NIA Car Parks,1268,201,2016-11-10 15:27:15
NIA Car Parks,1268,181,2016-11-10 16:00:15
NIA Car Parks,1268,158,2016-11-10 16:27:13
NIA Car Parks,1268,66,2016-11-11 08:00:17
NIA Car Parks,1268,97,2016-11-11 08:27:19
NIA Car Parks,1268,134,2016-11-11 09:00:19
NIA Car Parks,1268,152,2016-11-11 09:27:16
NIA Car Parks,1268,170,2016-11-11 10:00:16
NIA Car Parks,1268,179,2016-11-11 10:27:18
NIA Car Parks,1268,197,2016-11-11 11:00:18
NIA Car Parks,1268,214,2016-11-11 11:27:18
NIA Car Parks,1268,220,2016-11-11 12:00:21
NIA Car Parks,1268,226,2016-11-11 12:27:21
NIA Car Parks,1268,225,2016-11-11 13:00:19
NIA Car Parks,1268,219,2016-11-11 13:34:21
NIA Car Parks,1268,215,2016-11-11 14:00:21
NIA Car Parks,1268,192,2016-11-11 14:27:18
NIA Car Parks,1268,181,2016-11-11 15:00:21
NIA Car Parks,1268,165,2016-11-11 15:34:20
NIA Car Parks,1268,156,2016-11-11 16:00:21
NIA Car Parks,1268,137,2016-11-11 16:34:18
NIA Car Parks,1268,17,2016-11-12 08:00:26
NIA Car Parks,1268,19,2016-11-12 08:27:25
NIA Car Parks,1268,22,2016-11-12 09:00:26
NIA Car Parks,1268,29,2016-11-12 09:27:26
NIA Car Parks,1268,45,2016-11-12 10:00:25
NIA Car Parks,1268,75,2016-11-12 10:27:27
NIA Car Parks,1268,108,2016-11-12 11:00:27
NIA Car Parks,1268,124,2016-11-12 11:34:23
NIA Car Parks,1268,146,2016-11-12 12:00:27
NIA Car Parks,1268,145,2016-11-12 12:27:23
NIA Car Parks,1268,161,2016-11-12 13:00:28
NIA Car Parks,1268,166,2016-11-12 13:27:27
NIA Car Parks,1268,171,2016-11-12 14:00:26
NIA Car Parks,1268,169,2016-11-12 14:27:28
NIA Car Parks,1268,158,2016-11-12 15:00:28
NIA Car Parks,1268,142,2016-11-12 15:27:27
NIA Car Parks,1268,105,2016-11-12 16:00:24
NIA Car Parks,1268,89,2016-11-12 16:34:28
NIA Car Parks,1268,13,2016-11-13 08:00:29
NIA Car Parks,1268,18,2016-11-13 08:27:31
NIA Car Parks,1268,19,2016-11-13 09:00:32
NIA Car Parks,1268,27,2016-11-13 09:34:15
NIA Car Parks,1268,54,2016-11-13 10:00:31
NIA Car Parks,1268,83,2016-11-13 10:33:32
NIA Car Parks,1268,110,2016-11-13 11:00:32
NIA Car Parks,1268,128,2016-11-13 11:27:32
NIA Car Parks,1268,134,2016-11-13 12:00:34
NIA Car Parks,1268,133,2016-11-13 12:27:31
NIA Car Parks,1268,137,2016-11-13 13:07:31
NIA Car Parks,1268,131,2016-11-13 13:33:34
NIA Car Parks,1268,127,2016-11-13 14:00:35
NIA Car Parks,1268,128,2016-11-13 14:27:35
NIA Car Parks,1268,112,2016-11-13 15:00:35
NIA Car Parks,1268,96,2016-11-13 15:27:35
NIA Car Parks,1268,67,2016-11-13 16:00:32
NIA Car Parks,1268,49,2016-11-13 16:27:34
NIA Car Parks,1268,71,2016-11-14 08:00:37
NIA Car Parks,1268,118,2016-11-14 08:33:40
NIA Car Parks,1268,161,2016-11-14 09:00:38
NIA Car Parks,1268,169,2016-11-14 09:27:40
NIA Car Parks,1268,189,2016-11-14 10:00:37
NIA Car Parks,1268,200,2016-11-14 10:27:38
NIA Car Parks,1268,208,2016-11-14 11:00:39
NIA Car Parks,1268,217,2016-11-14 11:27:40
NIA Car Parks,1268,229,2016-11-14 12:00:37
NIA Car Parks,1268,231,2016-11-14 12:27:39
NIA Car Parks,1268,228,2016-11-14 13:00:38
NIA Car Parks,1268,230,2016-11-14 13:27:41
NIA Car Parks,1268,227,2016-11-14 14:00:38
NIA Car Parks,1268,223,2016-11-14 14:33:40
NIA Car Parks,1268,219,2016-11-14 15:00:38
NIA Car Parks,1268,203,2016-11-14 15:27:42
NIA Car Parks,1268,173,2016-11-14 16:00:39
NIA Car Parks,1268,157,2016-11-14 16:27:39
NIA Car Parks,1268,74,2016-11-15 07:57:43
NIA Car Parks,1268,144,2016-11-15 08:30:47
NIA Car Parks,1268,187,2016-11-15 08:57:45
NIA Car Parks,1268,221,2016-11-15 09:30:46
NIA Car Parks,1268,246,2016-11-15 09:57:44
NIA Car Parks,1268,277,2016-11-15 10:30:47
NIA Car Parks,1268,295,2016-11-15 11:03:48
NIA Car Parks,1268,295,2016-11-15 11:30:46
NIA Car Parks,1268,298,2016-11-15 11:57:47
NIA Car Parks,1268,291,2016-11-15 12:30:45
NIA Car Parks,1268,283,2016-11-15 12:57:48
NIA Car Parks,1268,283,2016-11-15 13:30:48
NIA Car Parks,1268,282,2016-11-15 14:03:46
NIA Car Parks,1268,272,2016-11-15 14:30:48
NIA Car Parks,1268,255,2016-11-15 15:03:48
NIA Car Parks,1268,234,2016-11-15 15:30:49
NIA Car Parks,1268,224,2016-11-15 15:57:49
NIA Car Parks,1268,185,2016-11-15 16:30:46
NIA Car Parks,1268,97,2016-11-16 08:00:51
NIA Car Parks,1268,138,2016-11-16 08:27:50
NIA Car Parks,1268,200,2016-11-16 09:00:51
NIA Car Parks,1268,210,2016-11-16 09:27:53
NIA Car Parks,1268,223,2016-11-16 10:00:54
NIA Car Parks,1268,239,2016-11-16 10:33:53
NIA Car Parks,1268,247,2016-11-16 11:00:51
NIA Car Parks,1268,260,2016-11-16 11:27:51
NIA Car Parks,1268,270,2016-11-16 12:00:54
NIA Car Parks,1268,275,2016-11-16 12:27:54
NIA Car Parks,1268,279,2016-11-16 13:00:54
NIA Car Parks,1268,273,2016-11-16 13:27:55
NIA Car Parks,1268,269,2016-11-16 14:00:55
NIA Car Parks,1268,258,2016-11-16 14:27:52
NIA Car Parks,1268,244,2016-11-16 15:00:55
NIA Car Parks,1268,230,2016-11-16 15:33:56
NIA Car Parks,1268,210,2016-11-16 16:00:57
NIA Car Parks,1268,168,2016-11-16 16:33:57
NIA Car Parks,1268,96,2016-11-17 08:04:02
NIA Car Parks,1268,129,2016-11-17 08:31:01
NIA Car Parks,1268,180,2016-11-17 09:03:57
NIA Car Parks,1268,206,2016-11-17 09:31:01
NIA Car Parks,1268,223,2016-11-17 09:57:02
NIA Car Parks,1268,242,2016-11-17 10:31:02
NIA Car Parks,1268,263,2016-11-17 11:04:02
NIA Car Parks,1268,269,2016-11-17 11:31:02
NIA Car Parks,1268,267,2016-11-17 12:04:02
NIA Car Parks,1268,270,2016-11-17 12:31:03
NIA Car Parks,1268,267,2016-11-17 13:04:03
NIA Car Parks,1268,258,2016-11-17 13:31:03
NIA Car Parks,1268,240,2016-11-17 14:04:03
NIA Car Parks,1268,207,2016-11-17 14:30:59
NIA Car Parks,1268,190,2016-11-17 14:58:03
NIA Car Parks,1268,174,2016-11-17 15:30:59
NIA Car Parks,1268,152,2016-11-17 15:58:03
NIA Car Parks,1268,124,2016-11-17 16:31:04
NIA Car Parks,1268,66,2016-11-18 08:01:05
NIA Car Parks,1268,66,2016-11-18 08:01:05
NIA Car Parks,1268,99,2016-11-18 08:27:05
NIA Car Parks,1268,161,2016-11-18 09:27:07
NIA Car Parks,1268,186,2016-11-18 10:01:06
NIA Car Parks,1268,200,2016-11-18 10:27:05
NIA Car Parks,1268,229,2016-11-18 11:01:06
NIA Car Parks,1268,245,2016-11-18 11:34:08
NIA Car Parks,1268,255,2016-11-18 12:01:06
NIA Car Parks,1268,258,2016-11-18 12:27:09
NIA Car Parks,1268,254,2016-11-18 13:01:10
NIA Car Parks,1268,253,2016-11-18 13:34:10
NIA Car Parks,1268,246,2016-11-18 14:01:10
NIA Car Parks,1268,240,2016-11-18 14:28:08
NIA Car Parks,1268,222,2016-11-18 15:01:07
NIA Car Parks,1268,211,2016-11-18 15:28:08
NIA Car Parks,1268,202,2016-11-18 16:01:10
NIA Car Parks,1268,182,2016-11-18 16:28:10
NIA Car Parks,1268,1,2016-11-19 07:57:12
NIA Car Parks,1268,1,2016-11-19 08:31:12
NIA Car Parks,1268,9,2016-11-19 08:57:12
NIA Car Parks,1268,14,2016-11-19 09:31:13
NIA Car Parks,1268,31,2016-11-19 10:04:14
NIA Car Parks,1268,50,2016-11-19 10:31:15
NIA Car Parks,1268,67,2016-11-19 10:58:15
NIA Car Parks,1268,98,2016-11-19 11:31:15
NIA Car Parks,1268,136,2016-11-19 12:04:16
NIA Car Parks,1268,141,2016-11-19 12:31:16
NIA Car Parks,1268,146,2016-11-19 13:04:16
NIA Car Parks,1268,143,2016-11-19 13:31:17
NIA Car Parks,1268,153,2016-11-19 14:04:17
NIA Car Parks,1268,149,2016-11-19 14:31:17
NIA Car Parks,1268,162,2016-11-19 15:04:16
NIA Car Parks,1268,179,2016-11-19 15:31:17
NIA Car Parks,1268,185,2016-11-19 16:04:17
NIA Car Parks,1268,194,2016-11-19 16:31:15
NIA Car Parks,1268,18,2016-11-20 08:01:19
NIA Car Parks,1268,20,2016-11-20 08:27:22
NIA Car Parks,1268,23,2016-11-20 09:01:19
NIA Car Parks,1268,32,2016-11-20 09:27:19
NIA Car Parks,1268,62,2016-11-20 10:01:20
NIA Car Parks,1268,89,2016-11-20 10:27:22
NIA Car Parks,1268,115,2016-11-20 11:01:22
NIA Car Parks,1268,152,2016-11-20 11:27:22
NIA Car Parks,1268,220,2016-11-20 12:01:20
NIA Car Parks,1268,289,2016-11-20 12:34:23
NIA Car Parks,1268,376,2016-11-20 13:07:23
NIA Car Parks,1268,436,2016-11-20 13:27:23
NIA Car Parks,1268,602,2016-11-20 14:01:22
NIA Car Parks,1268,718,2016-11-20 14:27:22
NIA Car Parks,1268,847,2016-11-20 15:01:23
NIA Car Parks,1268,838,2016-11-20 15:27:24
NIA Car Parks,1268,794,2016-11-20 16:01:22
NIA Car Parks,1268,767,2016-11-20 16:31:21
NIA Car Parks,1268,86,2016-11-21 08:04:26
NIA Car Parks,1268,114,2016-11-21 08:31:30
NIA Car Parks,1268,150,2016-11-21 09:04:26
NIA Car Parks,1268,171,2016-11-21 09:31:26
NIA Car Parks,1268,193,2016-11-21 10:04:29
NIA Car Parks,1268,200,2016-11-21 10:31:26
NIA Car Parks,1268,218,2016-11-21 11:04:29
NIA Car Parks,1268,225,2016-11-21 11:30:28
NIA Car Parks,1268,233,2016-11-21 11:57:30
NIA Car Parks,1268,242,2016-11-21 12:31:29
NIA Car Parks,1268,249,2016-11-21 12:57:27
NIA Car Parks,1268,247,2016-11-21 13:31:30
NIA Car Parks,1268,250,2016-11-21 14:04:30
NIA Car Parks,1268,246,2016-11-21 14:31:30
NIA Car Parks,1268,233,2016-11-21 14:57:31
NIA Car Parks,1268,216,2016-11-21 15:31:28
NIA Car Parks,1268,207,2016-11-21 15:57:30
NIA Car Parks,1268,177,2016-11-21 16:31:30
NIA Car Parks,1268,69,2016-11-22 07:57:33
NIA Car Parks,1268,121,2016-11-22 08:31:33
NIA Car Parks,1268,188,2016-11-22 09:04:34
NIA Car Parks,1268,211,2016-11-22 09:31:35
NIA Car Parks,1268,232,2016-11-22 10:04:34
NIA Car Parks,1268,232,2016-11-22 10:31:37
NIA Car Parks,1268,245,2016-11-22 11:04:34
NIA Car Parks,1268,249,2016-11-22 11:31:35
NIA Car Parks,1268,253,2016-11-22 12:04:36
NIA Car Parks,1268,252,2016-11-22 12:31:37
NIA Car Parks,1268,254,2016-11-22 12:57:35
NIA Car Parks,1268,249,2016-11-22 13:31:38
NIA Car Parks,1268,234,2016-11-22 13:57:38
NIA Car Parks,1268,222,2016-11-22 14:31:37
NIA Car Parks,1268,204,2016-11-22 14:57:38
NIA Car Parks,1268,182,2016-11-22 15:31:37
NIA Car Parks,1268,163,2016-11-22 15:57:37
NIA Car Parks,1268,121,2016-11-22 16:30:38
NIA Car Parks,1268,66,2016-11-23 08:04:40
NIA Car Parks,1268,102,2016-11-23 08:30:41
NIA Car Parks,1268,146,2016-11-23 08:57:42
NIA Car Parks,1268,175,2016-11-23 09:31:23
NIA Car Parks,1268,190,2016-11-23 10:04:40
NIA Car Parks,1268,202,2016-11-23 10:31:36
NIA Car Parks,1268,210,2016-11-23 11:04:42
NIA Car Parks,1268,212,2016-11-23 11:31:44
NIA Car Parks,1268,218,2016-11-23 11:57:41
NIA Car Parks,1268,221,2016-11-23 12:31:44
NIA Car Parks,1268,219,2016-11-23 13:04:45
NIA Car Parks,1268,224,2016-11-23 13:31:41
NIA Car Parks,1268,229,2016-11-23 13:57:41
NIA Car Parks,1268,220,2016-11-23 14:30:43
NIA Car Parks,1268,203,2016-11-23 15:04:43
NIA Car Parks,1268,195,2016-11-23 15:31:42
NIA Car Parks,1268,177,2016-11-23 16:04:46
NIA Car Parks,1268,153,2016-11-23 16:30:42
NIA Car Parks,1268,70,2016-11-24 08:00:47
NIA Car Parks,1268,105,2016-11-24 08:27:47
NIA Car Parks,1268,159,2016-11-24 09:00:48
NIA Car Parks,1268,195,2016-11-24 09:34:49
NIA Car Parks,1268,196,2016-11-24 10:01:47
NIA Car Parks,1268,203,2016-11-24 10:27:47
NIA Car Parks,1268,205,2016-11-24 11:00:49
NIA Car Parks,1268,206,2016-11-24 11:27:51
NIA Car Parks,1268,211,2016-11-24 12:00:50
NIA Car Parks,1268,210,2016-11-24 12:30:48
NIA Car Parks,1268,209,2016-11-24 13:04:50
NIA Car Parks,1268,207,2016-11-24 13:30:51
NIA Car Parks,1268,203,2016-11-24 13:57:51
NIA Car Parks,1268,191,2016-11-24 14:30:52
NIA Car Parks,1268,185,2016-11-24 14:57:51
NIA Car Parks,1268,175,2016-11-24 15:31:49
NIA Car Parks,1268,165,2016-11-24 15:57:49
NIA Car Parks,1268,133,2016-11-24 16:31:53
NIA Car Parks,1268,75,2016-11-25 08:00:57
NIA Car Parks,1268,75,2016-11-25 08:00:57
NIA Car Parks,1268,152,2016-11-25 09:00:56
NIA Car Parks,1268,174,2016-11-25 09:27:55
NIA Car Parks,1268,186,2016-11-25 10:00:56
NIA Car Parks,1268,203,2016-11-25 10:27:56
NIA Car Parks,1268,226,2016-11-25 11:00:55
NIA Car Parks,1268,232,2016-11-25 11:27:55
NIA Car Parks,1268,235,2016-11-25 12:00:56
NIA Car Parks,1268,218,2016-11-25 12:34:55
NIA Car Parks,1268,210,2016-11-25 13:00:58
NIA Car Parks,1268,205,2016-11-25 13:27:56
NIA Car Parks,1268,208,2016-11-25 14:00:58
NIA Car Parks,1268,199,2016-11-25 14:34:59
NIA Car Parks,1268,183,2016-11-25 15:00:56
NIA Car Parks,1268,182,2016-11-25 15:27:59
NIA Car Parks,1268,175,2016-11-25 16:00:59
NIA Car Parks,1268,148,2016-11-25 16:27:58
NIA Car Parks,1268,26,2016-11-26 08:01:01
NIA Car Parks,1268,45,2016-11-26 08:28:01
NIA Car Parks,1268,55,2016-11-26 09:01:01
NIA Car Parks,1268,59,2016-11-26 09:35:02
NIA Car Parks,1268,62,2016-11-26 10:01:04
NIA Car Parks,1268,86,2016-11-26 10:35:03
NIA Car Parks,1268,106,2016-11-26 11:01:03
NIA Car Parks,1268,123,2016-11-26 11:28:02
NIA Car Parks,1268,158,2016-11-26 12:01:04
NIA Car Parks,1268,169,2016-11-26 12:28:02
NIA Car Parks,1268,184,2016-11-26 13:01:03
NIA Car Parks,1268,179,2016-11-26 13:28:04
NIA Car Parks,1268,197,2016-11-26 14:01:02
NIA Car Parks,1268,214,2016-11-26 14:41:04
NIA Car Parks,1268,224,2016-11-26 15:01:02
NIA Car Parks,1268,233,2016-11-26 15:28:04
NIA Car Parks,1268,260,2016-11-26 16:01:04
NIA Car Parks,1268,279,2016-11-26 16:28:05
NIA Car Parks,1268,10,2016-11-27 08:02:24
NIA Car Parks,1268,13,2016-11-27 08:32:19
NIA Car Parks,1268,20,2016-11-27 09:02:19
NIA Car Parks,1268,31,2016-11-27 09:32:21
NIA Car Parks,1268,48,2016-11-27 10:01:19
NIA Car Parks,1268,77,2016-11-27 10:32:24
NIA Car Parks,1268,137,2016-11-27 11:01:24
NIA Car Parks,1268,192,2016-11-27 11:31:20
NIA Car Parks,1268,256,2016-11-27 12:01:25
NIA Car Parks,1268,342,2016-11-27 12:32:25
NIA Car Parks,1268,444,2016-11-27 13:08:25
NIA Car Parks,1268,503,2016-11-27 13:32:24
NIA Car Parks,1268,536,2016-11-27 14:02:23
NIA Car Parks,1268,523,2016-11-27 14:31:20
NIA Car Parks,1268,505,2016-11-27 15:01:22
NIA Car Parks,1268,490,2016-11-27 15:32:23
NIA Car Parks,1268,468,2016-11-27 16:01:23
NIA Car Parks,1268,437,2016-11-27 16:32:24
NIA Car Parks,1268,72,2016-11-28 08:01:27
NIA Car Parks,1268,116,2016-11-28 08:32:24
NIA Car Parks,1268,161,2016-11-28 09:02:28
NIA Car Parks,1268,177,2016-11-28 09:28:24
NIA Car Parks,1268,198,2016-11-28 10:01:29
NIA Car Parks,1268,214,2016-11-28 10:32:29
NIA Car Parks,1268,216,2016-11-28 11:01:30
NIA Car Parks,1268,235,2016-11-28 11:32:28
NIA Car Parks,1268,237,2016-11-28 12:01:27
NIA Car Parks,1268,237,2016-11-28 12:28:29
NIA Car Parks,1268,238,2016-11-28 13:02:26
NIA Car Parks,1268,234,2016-11-28 13:31:29
NIA Car Parks,1268,225,2016-11-28 14:02:29
NIA Car Parks,1268,219,2016-11-28 14:32:29
NIA Car Parks,1268,204,2016-11-28 15:02:29
NIA Car Parks,1268,184,2016-11-28 15:41:28
NIA Car Parks,1268,163,2016-11-28 16:02:30
NIA Car Parks,1268,135,2016-11-28 16:28:27
NIA Car Parks,1268,48,2016-11-29 07:55:29
NIA Car Parks,1268,97,2016-11-29 08:28:33
NIA Car Parks,1268,148,2016-11-29 09:02:35
NIA Car Parks,1268,187,2016-11-29 09:28:32
NIA Car Parks,1268,224,2016-11-29 10:01:30
NIA Car Parks,1268,239,2016-11-29 10:28:34
NIA Car Parks,1268,257,2016-11-29 11:01:36
NIA Car Parks,1268,265,2016-11-29 11:28:34
NIA Car Parks,1268,274,2016-11-29 11:55:30
NIA Car Parks,1268,265,2016-11-29 12:28:36
NIA Car Parks,1268,250,2016-11-29 13:02:35
NIA Car Parks,1268,245,2016-11-29 13:28:30
NIA Car Parks,1268,238,2016-11-29 14:01:32
NIA Car Parks,1268,230,2016-11-29 14:28:36
NIA Car Parks,1268,213,2016-11-29 14:55:34
NIA Car Parks,1268,203,2016-11-29 15:28:35
NIA Car Parks,1268,180,2016-11-29 16:02:35
NIA Car Parks,1268,160,2016-11-29 16:28:34
NIA Car Parks,1268,87,2016-11-30 08:02:35
NIA Car Parks,1268,124,2016-11-30 08:28:35
NIA Car Parks,1268,182,2016-11-30 09:01:35
NIA Car Parks,1268,216,2016-11-30 09:28:40
NIA Car Parks,1268,235,2016-11-30 10:01:40
NIA Car Parks,1268,259,2016-11-30 10:28:38
NIA Car Parks,1268,269,2016-11-30 10:55:36
NIA Car Parks,1268,271,2016-11-30 11:28:40
NIA Car Parks,1268,275,2016-11-30 12:01:36
NIA Car Parks,1268,272,2016-11-30 12:28:37
NIA Car Parks,1268,264,2016-11-30 13:01:39
NIA Car Parks,1268,270,2016-11-30 13:28:41
NIA Car Parks,1268,260,2016-11-30 14:01:36
NIA Car Parks,1268,254,2016-11-30 14:28:40
NIA Car Parks,1268,238,2016-11-30 15:01:39
NIA Car Parks,1268,213,2016-11-30 15:28:40
NIA Car Parks,1268,204,2016-11-30 16:01:39
NIA Car Parks,1268,203,2016-11-30 16:28:40
NIA Car Parks,1268,67,2016-12-01 08:05:40
NIA Car Parks,1268,96,2016-12-01 08:25:46
NIA Car Parks,1268,138,2016-12-01 08:58:41
NIA Car Parks,1268,164,2016-12-01 09:25:44
NIA Car Parks,1268,206,2016-12-01 09:58:41
NIA Car Parks,1268,214,2016-12-01 10:25:43
NIA Car Parks,1268,229,2016-12-01 10:58:45
NIA Car Parks,1268,241,2016-12-01 11:32:41
NIA Car Parks,1268,254,2016-12-01 11:58:45
NIA Car Parks,1268,252,2016-12-01 12:25:45
NIA Car Parks,1268,254,2016-12-01 12:58:47
NIA Car Parks,1268,247,2016-12-01 13:25:45
NIA Car Parks,1268,236,2016-12-01 13:58:48
NIA Car Parks,1268,228,2016-12-01 14:25:46
NIA Car Parks,1268,209,2016-12-01 14:58:46
NIA Car Parks,1268,194,2016-12-01 15:25:42
NIA Car Parks,1268,172,2016-12-01 15:58:47
NIA Car Parks,1268,143,2016-12-01 16:25:44
NIA Car Parks,1268,82,2016-12-02 07:55:49
NIA Car Parks,1268,123,2016-12-02 08:28:48
NIA Car Parks,1268,156,2016-12-02 09:01:49
NIA Car Parks,1268,168,2016-12-02 09:28:50
NIA Car Parks,1268,187,2016-12-02 10:02:52
NIA Car Parks,1268,193,2016-12-02 10:28:53
NIA Car Parks,1268,205,2016-12-02 11:01:53
NIA Car Parks,1268,221,2016-12-02 11:28:49
NIA Car Parks,1268,240,2016-12-02 12:01:51
NIA Car Parks,1268,238,2016-12-02 12:28:52
NIA Car Parks,1268,246,2016-12-02 12:58:51
NIA Car Parks,1268,248,2016-12-02 13:25:52
NIA Car Parks,1268,252,2016-12-02 13:58:53
NIA Car Parks,1268,246,2016-12-02 14:25:50
NIA Car Parks,1268,245,2016-12-02 14:58:50
NIA Car Parks,1268,241,2016-12-02 15:31:52
NIA Car Parks,1268,239,2016-12-02 15:58:52
NIA Car Parks,1268,257,2016-12-02 16:32:54
NIA Car Parks,1268,66,2016-12-05 08:02:03
NIA Car Parks,1268,94,2016-12-05 08:29:08
NIA Car Parks,1268,139,2016-12-05 09:02:08
NIA Car Parks,1268,174,2016-12-05 09:29:08
NIA Car Parks,1268,199,2016-12-05 10:03:04
NIA Car Parks,1268,213,2016-12-05 10:29:08
NIA Car Parks,1268,229,2016-12-05 11:02:06
NIA Car Parks,1268,240,2016-12-05 11:29:09
NIA Car Parks,1268,252,2016-12-05 11:56:10
NIA Car Parks,1268,253,2016-12-05 12:29:10
NIA Car Parks,1268,245,2016-12-05 13:02:08
NIA Car Parks,1268,239,2016-12-05 13:29:09
NIA Car Parks,1268,227,2016-12-05 14:02:11
NIA Car Parks,1268,211,2016-12-05 14:29:08
NIA Car Parks,1268,195,2016-12-05 15:02:10
NIA Car Parks,1268,170,2016-12-05 15:29:11
NIA Car Parks,1268,156,2016-12-05 16:02:11
NIA Car Parks,1268,138,2016-12-05 16:29:05
NIA Car Parks,1268,73,2016-12-06 07:56:10
NIA Car Parks,1268,110,2016-12-06 08:29:11
NIA Car Parks,1268,162,2016-12-06 08:56:10
NIA Car Parks,1268,190,2016-12-06 09:29:14
NIA Car Parks,1268,220,2016-12-06 10:02:12
NIA Car Parks,1268,230,2016-12-06 10:29:11
NIA Car Parks,1268,231,2016-12-06 11:02:16
NIA Car Parks,1268,239,2016-12-06 11:29:14
NIA Car Parks,1268,245,2016-12-06 11:56:16
NIA Car Parks,1268,248,2016-12-06 12:29:11
NIA Car Parks,1268,251,2016-12-06 12:56:16
NIA Car Parks,1268,246,2016-12-06 13:29:16
NIA Car Parks,1268,235,2016-12-06 14:02:16
NIA Car Parks,1268,231,2016-12-06 14:29:14
NIA Car Parks,1268,215,2016-12-06 15:02:17
NIA Car Parks,1268,205,2016-12-06 15:29:17
NIA Car Parks,1268,181,2016-12-06 16:02:16
NIA Car Parks,1268,158,2016-12-06 16:29:16
NIA Car Parks,1268,82,2016-12-07 07:59:16
NIA Car Parks,1268,121,2016-12-07 08:26:20
NIA Car Parks,1268,159,2016-12-07 08:55:20
NIA Car Parks,1268,182,2016-12-07 09:26:22
NIA Car Parks,1268,205,2016-12-07 09:59:20
NIA Car Parks,1268,218,2016-12-07 10:26:21
NIA Car Parks,1268,236,2016-12-07 10:59:20
NIA Car Parks,1268,247,2016-12-07 11:25:22
NIA Car Parks,1268,258,2016-12-07 11:59:20
NIA Car Parks,1268,263,2016-12-07 12:26:21
NIA Car Parks,1268,265,2016-12-07 12:59:22
NIA Car Parks,1268,261,2016-12-07 13:26:23
