X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Fault
1358,1376,5492080,5492091,110,34,16,14087,113,140,1650,True,False,69,0.3321,0.4444,0.6111,0.0109,0.5294,0.6875,0.0,2.0414,1.2553,1.0414,-0.3889,5.0E-4,0.3329,Bumps
203,222,5521699,5521708,89,32,14,11922,123,150,1650,True,False,69,0.2461,0.4795,0.4737,0.0115,0.5938,0.6429,0.0,1.9494,1.2787,0.9542,-0.5263,0.0465,0.2942,Bumps
1345,1358,5550892,5550899,51,14,11,6525,120,141,1650,True,False,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0.0,1.7076,1.1139,0.8451,-0.4615,-5.0E-4,0.1965,Bumps
146,169,5714647,5714652,76,24,7,10286,120,151,1650,True,False,69,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0.0,1.8808,1.3617,0.699,-0.7826,0.0574,0.223,Bumps
305,313,836762,836771,51,10,9,5779,92,134,1690,True,False,150,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1147,0.1773,Bumps
1041,1056,1276792,1276817,252,20,25,28061,92,135,1652,True,False,100,0.7215,0.328,0.6,0.0091,0.75,1.0,1.0,2.4014,1.1761,1.3979,0.4,-0.1301,0.6189,Bumps
1261,1273,1592233,1592247,102,24,15,13464,118,149,1650,True,False,100,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,2.0086,1.0792,1.1461,0.1429,0.0313,0.2901,Bumps
206,239,1785718,1785787,979,126,108,118187,106,141,1660,True,False,100,0.2482,0.5701,0.4783,0.0199,0.2619,0.6389,1.0,2.9908,1.5185,1.8389,0.5217,-0.0569,1.0,Bumps
814,823,119924,119932,52,10,8,4695,74,103,1662,True,False,100,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,Bumps
673,695,890920,890940,290,28,22,26213,43,124,1710,True,False,100,0.7871,0.3409,0.9091,0.0129,0.7857,0.9091,0.0,2.4624,1.3424,1.301,-0.0909,-0.2938,0.7147,Bumps
1161,1170,2173332,2173340,56,10,9,5966,90,124,1710,True,False,100,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1677,0.1773,Bumps
912,927,3597508,3597517,56,19,11,7390,120,143,1658,True,False,100,0.8818,0.5852,0.6,0.0091,0.7895,0.8182,0.0,1.7482,1.1761,0.9542,-0.4,0.031,0.2469,Bumps
1145,1154,595201,595245,226,23,44,24834,93,126,1358,True,False,100,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,Bumps
1307,1325,971525,971551,187,32,28,20916,101,126,1358,True,False,100,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,Bumps
557,567,1130873,1130901,171,23,28,17836,92,124,1360,True,False,100,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.463,Bumps
1245,1263,1349778,1349811,383,37,33,41476,97,125,1360,True,False,100,0.1426,0.3552,0.5454,0.0132,0.4865,1.0,1.0,2.5832,1.2553,1.5185,0.4545,-0.154,0.8749,Bumps
1272,1285,1954485,1954498,120,17,13,12847,83,132,1360,True,False,100,0.1103,0.2899,1.0,0.0096,0.7647,1.0,0.5,2.0792,1.1139,1.1139,0.0,-0.1636,0.2914,Bumps
657,678,2134924,2134950,425,28,26,37025,48,124,1356,True,False,100,0.969,0.2216,0.8077,0.0155,0.75,1.0,1.0,2.6284,1.3222,1.415,0.1923,-0.3194,0.8355,Bumps
1175,1187,2488529,2488541,111,14,12,11868,93,124,1352,True,False,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,Bumps
1307,1316,2633467,2633484,96,21,18,11447,108,134,1362,True,False,100,0.0676,0.3726,0.5294,0.0066,0.4286,0.9444,1.0,1.9823,0.9542,1.2305,0.4706,-0.0684,0.2699,Bumps
919,931,3178549,3178563,133,14,14,14163,84,126,1358,True,False,100,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,Bumps
320,329,9754896,9754906,63,12,10,6884,89,126,1356,True,False,100,0.472,0.3,0.9,0.0066,0.75,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.1463,0.1954,Bumps
661,669,2183073,2183084,69,11,11,6811,78,116,1362,True,False,120,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,Bumps
553,567,745890,745905,165,16,15,16601,70,124,1632,True,False,100,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,Bumps
1467,1482,1144047,1144070,245,20,23,23122,56,118,1656,True,False,80,0.2101,0.2899,0.6522,0.0091,0.75,1.0,1.0,2.3892,1.1761,1.3617,0.3478,-0.2627,0.5708,Bumps
929,939,1248676,1248687,88,13,11,9120,88,118,1656,True,False,80,0.8659,0.2,0.9091,0.006,0.7692,1.0,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,Bumps
165,176,1293999,1294012,106,11,13,11973,96,128,1654,True,False,80,0.1995,0.2587,0.8461,0.0066,1.0,1.0,1.0,2.0253,1.0414,1.1139,0.1539,-0.1176,0.257,Bumps
267,280,1786108,1786124,154,19,16,17564,93,132,1656,True,False,80,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,Bumps
1605,1613,2158132,2158152,88,21,20,7182,67,94,1656,True,False,80,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,Bumps
1588,1602,2338856,2338875,169,20,19,14689,64,103,1654,True,False,80,0.0629,0.3647,0.7368,0.0085,0.7,1.0,1.0,2.2279,1.1461,1.2787,0.2632,-0.321,0.4399,Bumps
957,966,2591828,2591841,80,12,13,8091,91,112,1648,True,False,80,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,Bumps
248,255,3568704,3568718,63,12,14,7202,104,127,1648,True,False,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,Bumps
847,858,3658081,3658092,84,15,11,8532,83,118,1646,True,False,80,0.9575,0.3058,1.0,0.0067,0.7333,1.0,0.5,1.9243,1.0414,1.0414,0.0,-0.2065,0.23,Bumps
953,962,3681237,3681252,79,12,15,8132,86,124,1646,True,False,80,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,Bumps
532,542,3706296,3706306,66,14,10,7519,97,132,1646,True,False,80,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,Bumps
253,279,3802023,3802044,350,31,25,37664,78,134,1648,True,False,80,0.307,0.359,0.8077,0.0158,0.8387,0.84,0.0,2.5441,1.415,1.3222,-0.1923,-0.1593,0.8355,Bumps
63,73,3947227,3947239,85,11,12,9693,95,133,1648,True,False,80,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,Bumps
389,404,4072432,4072440,82,16,9,9431,100,127,1648,True,False,80,0.4721,0.3167,0.5333,0.0091,0.9375,0.8889,0.0,1.9138,1.1761,0.9031,-0.4667,-0.1015,0.2288,Bumps
576,583,4235272,4235283,60,11,11,6887,102,127,1648,True,False,80,0.699,0.2208,0.6364,0.0043,0.6364,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1033,0.1822,Bumps
93,103,4630871,4630888,108,17,17,12886,102,135,1648,True,False,80,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,Bumps
395,404,4726828,4726836,57,10,8,6684,101,136,1646,True,False,80,0.48,0.2083,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,Bumps
61,67,799291,799301,34,8,10,2588,61,95,1690,True,False,211,0.0722,0.4333,0.6,0.0036,0.75,1.0,1.0,1.5315,0.7782,1.0,0.4,-0.4053,0.1659,Bumps
1538,1562,830518,830524,51,25,11,4561,77,103,1686,True,False,211,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,Bumps
477,488,1134907,1134921,116,18,14,11801,64,134,1692,True,False,143,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,Bumps
965,975,1219062,1219077,79,17,15,10188,115,149,1682,True,False,143,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,Bumps
1474,1489,1248833,1248844,114,18,12,13680,101,141,1694,True,False,60,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.286,Bumps
933,941,271824,271831,38,9,7,3963,85,119,1696,True,False,100,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,1.5798,0.9031,0.8451,-0.125,-0.1852,0.1622,Bumps
1135,1141,287964,287972,32,9,8,3772,105,133,1698,True,False,100,0.6561,0.3333,0.75,0.0035,0.6667,1.0,1.0,1.5051,0.7782,0.9031,0.25,-0.0791,0.1551,Bumps
1179,1185,496422,496428,25,6,6,2918,105,133,1694,True,False,100,0.6009,0.3056,1.0,0.0035,1.0,1.0,0.5,1.3979,0.7782,0.7782,0.0,-0.0881,0.1449,Bumps
976,985,733668,733675,45,10,7,4664,86,126,1694,True,False,100,0.8371,0.2857,0.7778,0.0053,0.9,1.0,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,Bumps
611,625,468991,469023,223,31,32,25800,106,130,1626,True,False,70,0.7515,0.5022,0.4375,0.0086,0.4516,1.0,1.0,2.3483,1.1461,1.5051,0.5625,-0.0961,0.7254,Bumps
1441,1450,492452,492461,62,12,9,6582,91,124,1626,True,False,70,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,Bumps
359,370,652992,653004,84,13,12,9522,87,134,1628,True,False,70,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1144,0.2432,Bumps
1224,1237,812031,812044,137,16,13,14536,81,128,1626,True,False,70,0.4785,0.1893,1.0,0.008,0.8125,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,Bumps
729,742,832264,832282,148,21,19,15761,96,117,1626,True,False,70,0.8967,0.3675,0.7222,0.008,0.6191,0.9474,1.0,2.1703,1.1139,1.2553,0.2778,-0.168,0.3882,Bumps
869,877,899390,899399,52,9,9,5483,91,119,1626,True,False,70,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,Bumps
1009,1020,1067161,1067171,68,14,10,7634,96,132,1624,True,False,70,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,1.8325,1.0414,1.0,-0.0909,-0.1229,0.2173,Bumps
1410,1420,1164921,1164931,60,12,10,6342,88,124,1624,True,False,70,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,Bumps
1515,1528,1206028,1206040,113,14,12,10683,75,110,1624,True,False,70,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,Bumps
386,394,1304617,1304626,51,10,9,5795,100,133,1624,True,False,70,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,Bumps
1267,1278,1340865,1340875,70,12,10,7890,91,131,1624,True,False,70,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,Bumps
1065,1075,1379196,1379206,66,13,10,7502,98,135,1624,True,False,70,0.6761,0.34,1.0,0.0062,0.7692,1.0,0.5,1.8195,1.0,1.0,0.0,-0.112,0.2061,Bumps
1297,1308,1439661,1439674,104,16,13,12367,110,132,1626,True,False,70,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,Bumps
101,114,1467096,1467110,140,18,14,15073,90,127,1624,True,False,70,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,Bumps
924,935,1519112,1519120,64,14,8,6913,94,121,1624,True,False,70,0.8485,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,Bumps
993,1004,1589161,1589168,57,12,7,6528,103,126,1626,True,False,70,0.7651,0.2597,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.1053,0.1822,Bumps
996,1009,1627293,1627306,114,16,14,12284,79,126,1626,True,False,70,0.7589,0.3254,1.0,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0.0,-0.1582,0.2914,Bumps
984,994,1802170,1802178,58,10,8,6651,99,134,1628,True,False,70,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,1.7634,1.0,0.9031,-0.2,-0.1041,0.1852,Bumps
586,616,1862942,1862979,767,42,37,55228,12,134,1624,True,False,70,0.7217,0.309,0.8108,0.0185,0.7143,1.0,1.0,2.8848,1.4771,1.5682,0.1892,-0.4375,0.9954,Bumps
1215,1223,1940686,1940699,66,10,13,7467,101,123,1624,True,False,70,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,Bumps
990,998,1973168,1973176,59,8,8,6543,93,122,1622,True,False,70,0.7694,0.0781,1.0,0.0049,1.0,1.0,0.5,1.7708,0.9031,0.9031,0.0,-0.1336,0.1696,Bumps
1233,1245,2093622,2093633,93,14,11,10797,91,134,1696,True,False,85,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,1.9685,1.0792,1.0414,-0.0833,-0.093,0.2432,Bumps
853,862,15184,15196,84,11,12,10694,102,150,1696,True,False,85,0.9835,0.2222,0.75,0.0053,0.8182,1.0,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,Bumps
1123,1140,34172,34180,76,18,8,10680,130,150,1698,True,False,85,0.6572,0.4412,0.4706,0.01,0.9444,1.0,0.0,1.8808,1.2305,0.9031,-0.5294,0.0979,0.2482,Bumps
965,975,71777,71788,63,16,12,9037,136,156,1696,True,False,85,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,Bumps
806,815,1204128,1204136,52,10,8,5328,83,124,1352,True,False,80,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,Bumps
726,738,1286481,1286491,84,12,10,8949,84,125,1352,True,False,80,0.9083,0.3,0.8333,0.0089,1.0,1.0,0.0,1.9243,1.0792,1.0,-0.1667,-0.1677,0.2288,Bumps
770,780,1608591,1608609,121,14,18,12773,91,124,1354,True,False,80,0.8479,0.3278,0.5556,0.0074,0.7143,1.0,1.0,2.0828,1.0,1.2553,0.4444,-0.1753,0.3068,Bumps
893,902,1664446,1664455,61,11,9,6682,92,133,1356,True,False,80,0.6696,0.2469,1.0,0.0066,0.8182,1.0,0.5,1.7853,0.9542,0.9542,0.0,-0.1442,0.1862,Bumps
559,571,1975680,1975691,75,15,11,8166,89,140,1352,True,False,80,0.8269,0.4318,0.9167,0.0089,0.8,1.0,0.0,1.8751,1.0792,1.0414,-0.0833,-0.1494,0.2432,Bumps
919,928,2702154,2702164,72,14,10,7551,82,132,1356,True,False,80,0.6313,0.2,0.9,0.0066,0.6429,1.0,1.0,1.8573,0.9542,1.0,0.1,-0.1807,0.1954,Bumps
895,904,10343919,10343928,50,11,9,6005,112,127,1360,False,True,40,0.6706,0.3827,1.0,0.0066,0.8182,1.0,0.5,1.699,0.9542,0.9542,0.0,-0.0617,0.1862,Bumps
312,322,10391495,10391507,88,13,12,9643,91,126,1358,False,True,40,0.4595,0.2667,0.8333,0.0074,0.7692,1.0,1.0,1.9445,1.0,1.0792,0.1667,-0.1439,0.2288,Bumps
1145,1159,10507433,10507445,107,15,12,12374,104,126,1358,False,True,40,0.2931,0.3631,0.8571,0.0103,0.9333,1.0,0.0,2.0294,1.1461,1.0792,-0.1429,-0.0965,0.2901,Bumps
681,692,564704,564721,147,17,17,14809,78,118,1358,False,True,50,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,2.1673,1.0414,1.2305,0.3529,-0.213,0.3168,Bumps
771,778,1264388,1264403,84,9,15,9968,107,133,1358,False,True,50,0.8542,0.2,0.4667,0.0052,0.7778,1.0,1.0,1.9243,0.8451,1.1761,0.5333,-0.0729,0.2116,Bumps
755,761,1362991,1362998,32,6,7,3355,98,111,1358,False,True,50,0.8792,0.2381,0.8571,0.0044,1.0,1.0,1.0,1.5051,0.7782,0.8451,0.1429,-0.1809,0.1499,Bumps
735,746,1759941,1759951,62,11,10,6884,93,127,1360,False,True,50,0.9029,0.4364,0.9091,0.0081,1.0,1.0,0.0,1.7924,1.0414,1.0,-0.0909,-0.1326,0.2173,Bumps
338,348,393428,393468,273,31,40,29865,93,125,1376,False,True,40,0.4913,0.3175,0.25,0.0073,0.3226,1.0,1.0,2.4362,1.0,1.6021,0.75,-0.1453,0.6574,Bumps
496,527,3889348,3889402,1176,67,60,117153,56,124,1668,False,True,40,0.5947,0.2975,0.5741,0.0186,0.4627,0.9,1.0,3.0704,1.4914,1.7324,0.4259,-0.2217,0.9999,Bumps
1259,1302,3928519,3928612,2400,96,95,260185,69,132,1664,False,True,40,0.4351,0.3999,0.4624,0.0258,0.4479,0.979,1.0,3.3802,1.6335,1.9685,0.5376,-0.153,1.0,Bumps
734,747,3980510,3980528,177,18,18,19435,91,126,1666,False,True,40,0.8812,0.2436,0.7222,0.0078,0.7222,1.0,1.0,2.248,1.1139,1.2553,0.2778,-0.1422,0.3882,Bumps
733,740,4022585,4022595,61,10,10,6588,91,119,1668,False,True,40,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,1.7853,0.8451,1.0,0.3,-0.1563,0.1753,Bumps
1110,1126,4349724,4349745,220,19,21,27851,115,140,1666,False,True,40,0.6483,0.3452,0.7619,0.0096,0.8421,1.0,1.0,2.3424,1.2041,1.3222,0.2381,-0.011,0.556,Bumps
282,291,455871,455881,67,11,10,7391,96,125,1374,False,True,40,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.1382,0.1954,Bumps
572,584,228293,228336,341,39,43,44484,121,140,1362,False,True,40,0.8399,0.3392,0.2791,0.0088,0.3077,1.0,1.0,2.5327,1.0792,1.6335,0.7209,0.0192,0.8061,Bumps
522,528,281944,281958,57,8,14,6661,110,125,1362,False,True,40,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,1.7559,0.7782,1.1461,0.5714,-0.087,0.1892,Bumps
1038,1047,603596,603608,80,12,12,9136,100,133,1358,False,True,40,0.458,0.2593,0.75,0.0066,0.75,1.0,1.0,1.9031,0.9542,1.0792,0.25,-0.1078,0.215,Bumps
575,587,1279980,1279991,111,15,11,11861,84,124,1362,False,True,40,0.8443,0.1591,0.9167,0.0088,0.8,1.0,0.0,2.0453,1.0792,1.0414,-0.0833,-0.1652,0.2432,Bumps
803,814,135392,135403,98,14,11,10137,84,126,1358,False,True,200,0.8012,0.1901,1.0,0.0081,0.7857,1.0,0.5,1.9912,1.0414,1.0414,0.0,-0.1919,0.23,Bumps
1145,1157,2613103,2613123,168,15,20,19901,105,135,1362,False,True,40,0.301,0.3,0.6,0.0088,0.8,1.0,1.0,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,Bumps
371,385,2794886,2794911,172,24,25,19549,105,125,1362,False,True,40,0.5448,0.5086,0.56,0.0103,0.5833,1.0,1.0,2.2355,1.1461,1.3979,0.44,-0.112,0.5789,Bumps
355,378,2820561,2820612,631,46,51,68349,91,133,1364,False,True,40,0.5205,0.4621,0.451,0.0169,0.5,1.0,1.0,2.8,1.3617,1.7076,0.549,-0.1538,0.997,Bumps
362,388,2839568,2839625,1015,49,59,105560,76,132,1364,False,True,40,0.5308,0.3151,0.4561,0.0191,0.5306,0.9661,1.0,3.0065,1.415,1.7559,0.5439,-0.1875,0.9996,Bumps
228,253,3458746,3458793,561,57,50,60112,61,124,1362,False,True,40,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,1.0,2.749,1.3979,1.6721,0.4681,-0.1629,0.997,Bumps
787,1316,3544454,3544490,8391,609,343,991612,103,140,1364,False,True,40,0.0704,0.5594,0.068,0.3878,0.8686,0.105,0.0,3.9238,2.7235,1.5563,-0.9319,-0.0768,1.0,Bumps
395,419,4680348,4680372,158,65,39,18480,111,126,1364,False,True,40,0.5792,0.7257,1.0,0.0176,0.3692,0.6154,0.5,2.1987,1.3802,1.3802,0.0,-0.0862,0.8612,Bumps
1338,1346,7851,7865,60,13,14,5577,86,102,1366,False,True,185,0.0293,0.4643,0.5714,0.0059,0.6154,1.0,1.0,1.7781,0.9031,1.1461,0.4286,-0.2738,0.2195,Bumps
10,17,783146,783156,51,10,10,5141,93,116,1364,False,True,185,0.0147,0.2714,0.7,0.0051,0.7,1.0,1.0,1.7076,0.8451,1.0,0.3,-0.2125,0.1753,Bumps
1221,1232,87916,87927,90,17,11,9216,85,124,1362,False,True,175,0.1909,0.2562,1.0,0.0081,0.6471,1.0,0.5,1.9542,1.0414,1.0414,0.0,-0.2,0.23,Bumps
751,763,424082,424112,212,38,32,23916,90,125,1358,False,True,175,0.8763,0.4111,0.4,0.0088,0.3158,0.9375,1.0,2.3263,1.0792,1.4771,0.6,-0.1187,0.5951,Bumps
1289,1305,534066,534095,217,60,39,26032,108,133,1360,False,True,175,0.0809,0.5323,0.5517,0.0118,0.2667,0.7436,1.0,2.3365,1.2041,1.4624,0.4483,-0.0628,0.7462,Bumps
1015,1023,639490,639507,81,17,17,10095,113,143,1362,False,True,175,0.4978,0.4044,0.4706,0.0059,0.4706,1.0,1.0,1.9085,0.9031,1.2305,0.5294,-0.0263,0.2482,Bumps
693,705,697863,697905,239,30,43,27364,100,126,1360,False,True,175,0.9632,0.5258,0.2857,0.0088,0.4,0.9767,1.0,2.3784,1.0792,1.6233,0.7143,-0.1055,0.7933,Bumps
979,992,724192,724202,59,15,11,7330,112,141,1360,False,True,175,0.5412,0.5462,0.7692,0.0096,0.8667,0.9091,0.0,1.7708,1.1139,1.0,-0.2308,-0.0294,0.2408,Bumps
950,957,852041,852053,63,9,12,7758,115,141,1360,False,True,175,0.5926,0.25,0.5833,0.0052,0.7778,1.0,1.0,1.7993,0.8451,1.0792,0.4167,-0.038,0.1892,Bumps
1044,1054,950109,950148,215,28,39,25269,105,134,1360,False,True,175,0.45,0.4487,0.2564,0.0074,0.3571,1.0,1.0,2.3324,1.0,1.5911,0.7436,-0.0818,0.6422,Bumps
98,164,189519,189532,350,107,39,46379,125,143,1364,False,True,100,0.1437,0.5921,0.197,0.0484,0.6168,0.3333,0.0,2.5441,1.8195,1.1139,-0.803,0.0353,0.976,Bumps
1131,1159,288152,288161,112,44,16,14403,120,141,1364,False,True,100,0.3006,0.5556,0.3214,0.0205,0.6364,0.5625,0.0,2.0492,1.4472,0.9542,-0.6786,0.0047,0.417,Bumps
125,149,356611,356625,170,39,20,22467,123,141,1362,False,True,100,0.1836,0.494,0.5833,0.0176,0.6154,0.7,0.0,2.2304,1.3802,1.1461,-0.4167,0.0325,0.556,Bumps
81,109,373946,373961,153,58,29,19616,118,143,1362,False,True,100,0.1189,0.6357,0.5357,0.0206,0.4828,0.5172,0.0,2.1847,1.4472,1.1761,-0.4643,0.0016,0.6868,Bumps
157,179,395408,395420,140,43,13,17898,118,141,1360,False,True,100,0.2309,0.4697,0.5454,0.0162,0.5116,0.9231,0.0,2.1461,1.3424,1.0792,-0.4545,-0.0012,0.4366,Bumps
159,194,413476,413490,168,53,30,21548,120,143,1362,False,True,100,0.2335,0.6571,0.4,0.0257,0.6604,0.4667,0.0,2.2253,1.5441,1.1461,-0.6,0.0021,0.7776,Bumps
239,282,505112,505127,226,64,33,28906,120,141,1360,False,True,100,0.3515,0.6496,0.3488,0.0316,0.6719,0.4545,0.0,2.3541,1.6335,1.1761,-0.6512,-8.0E-4,0.9076,Bumps
315,341,530471,530483,116,32,19,14912,121,142,1360,False,True,100,0.4632,0.6282,0.4615,0.0191,0.8125,0.6316,0.0,2.0645,1.415,1.0792,-0.5385,0.0043,0.5162,Bumps
305,318,551913,551924,104,18,12,11469,97,126,1360,False,True,100,0.4485,0.2727,0.8461,0.0096,0.7222,0.9167,0.0,2.017,1.1139,1.0414,-0.1539,-0.1384,0.257,Bumps
309,320,574196,574216,156,17,20,15848,74,127,1362,False,True,100,0.4537,0.2909,0.55,0.0081,0.6471,1.0,1.0,2.1931,1.0414,1.301,0.45,-0.2063,0.3663,Bumps
187,203,594752,594771,136,50,27,17433,119,143,1364,False,True,100,0.2742,0.5526,0.8421,0.0117,0.32,0.7037,1.0,2.1335,1.2041,1.2787,0.1579,0.0014,0.5029,Bumps
311,323,618457,618502,377,33,45,36933,59,132,1364,False,True,100,0.456,0.3018,0.2667,0.0088,0.3636,1.0,1.0,2.5763,1.0792,1.6532,0.7333,-0.2346,0.8299,Bumps
1318,1329,2287245,2287276,224,25,31,22017,77,126,1364,False,True,100,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,2.3503,1.0414,1.4914,0.6452,-0.2321,0.5642,Bumps
1293,1304,3626796,3626816,163,18,20,16916,83,126,1362,False,True,50,0.0852,0.2591,0.55,0.0081,0.6111,1.0,1.0,2.2122,1.0414,1.301,0.45,-0.1892,0.3663,Bumps
794,806,2294295,2294312,172,14,18,19457,91,134,1360,False,True,40,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,Bumps
1215,1232,1545468,1545486,184,42,22,22708,115,135,1628,False,True,120,0.4865,0.3987,0.9444,0.0104,0.4048,0.8182,1.0,2.2648,1.2305,1.2553,0.0556,-0.0358,0.5063,Bumps
822,842,820681,820708,304,30,28,34001,85,133,1360,False,True,175,0.7618,0.437,0.7407,0.0147,0.6667,0.9643,1.0,2.4829,1.301,1.4314,0.2593,-0.1262,0.8299,Bumps
1283,1297,324225,324243,140,22,19,16020,105,126,1358,False,True,40,0.0898,0.4444,0.7778,0.0103,0.6364,0.9474,1.0,2.1461,1.1461,1.2553,0.2222,-0.106,0.417,Bumps
